Neh 1:1
πύλης N1--GSF--- πύλη
τοῦ RA--GSM--- ὁ
αιν N---GSM--- αιν
κατέναντι P--------- κατέναντι
αὐτῶν RD--GPM--- αὐτός
ἀνέβησαν VZI-AAI3P- βαίνω ἀνα
ἐπὶ P--------- ἐπί
κλίμακας N3K-APF--- κλίμαξ
πόλεως N3I-GSF--- πόλις
Δαυιδ N---GSM--- Δαυίδ
ἐν P--------- ἐν
ἀναβάσει N3I-DSF--- ἀνάβασις
τοῦ RA--GSN--- ὁ
τείχους N3E-GSN--- τεῖχος
ἐπάνωθεν P--------- ἐπάνωθεν
τοῦ RA--GSM--- ὁ
οἴκου N2--GSM--- οἶκος
Δαυιδ N---GSM--- Δαυίδ
καὶ C--------- καί
ἕως P--------- ἕως
πύλης N1--GSF--- πύλη
τοῦ RA--GSN--- ὁ
ὕδατος N3T-GSN--- ὕδωρ
κατὰ P--------- κατά
ἀνατολάς N1--APF--- ἀνατολή

Neh 12:38
καὶ C--------- καί
περὶ P--------- περί
αἰνέσεως N3I-GSF--- αἴνεσις
ἡ RA--NSF--- ὁ
δευτέρα A1A-NSF--- δεύτερος
ἐπορεύετο V1I-IMI3S- πορεύομαι
συναντῶσα V3--PAPNSF ἀντάω συν
αὐτοῖς RD--DPM--- αὐτός
καὶ C--------- καί
ἐγὼ RP--NS---- ἐγώ
ὀπίσω P--------- ὀπίσω
αὐτῆς RD--GSF--- αὐτός
καὶ C--------- καί
τὸ RA--ASN--- ὁ
ἥμισυ A3U-ASN--- ἥμισυς
τοῦ RA--GSM--- ὁ
λαοῦ N2--GSM--- λαός
ἐπάνω P--------- ὠπάνω
τοῦ RA--GSN--- ὁ
τείχους N3E-GSN--- τεῖχος
ὑπεράνω P--------- ὑπεράνω
τοῦ RA--GSM--- ὁ
πύργου N2--GSM--- πύργος
τῶν RA--GPM--- ὁ
θεννουριμ N---GSM--- θεννουριμ
καὶ C--------- καί
ἕως P--------- ἕως
τοῦ RA--GSN--- ὁ
τείχους N3E-GSN--- τεῖχος
τοῦ RA--GSM--- ὁ
πλατέος A3U-GSM--- πλατύς

Neh 12:39
καὶ C--------- καί
ὑπεράνω P--------- ὑπεράνω
τῆς RA--GSF--- ὁ
πύλης N1--GSF--- πύλη
Εφραιμ N---GSM--- Ἐφράιμ
καὶ C--------- καί
ἐπὶ P--------- ἐπί
πύλην N1--ASF--- πύλη
τῆς RA--GSF--- ὁ
ισανα N---GSF--- ισανα
καὶ C--------- καί
ἐπὶ P--------- ἐπί
πύλην N1--ASF--- πύλη
τὴν RA--ASF--- ὁ
ἰχθυηρὰν A1A-ASF--- ἰχθυηρός
καὶ C--------- καί
πύργῳ N2--DSM--- πύργος
Ανανεηλ N---GSM--- Ανανεηλ
καὶ C--------- καί
ἕως P--------- ἕως
πύλης N1--GSF--- πύλη
τῆς RA--GSF--- ὁ
προβατικῆς A1--GSF--- προβατικός
καὶ C--------- καί
ἔστησαν VAI-AAI3P- ἵστημι
ἐν P--------- ἐν
πύλῃ N1--DSF--- πύλη
τῆς RA--GSF--- ὁ
φυλακῆς N1--GSF--- φυλακή

Neh 12:40
καὶ C--------- καί
ἔστησαν VAI-AAI3P- ἵστημι
αἱ RA--NPF--- ὁ
δύο M---NDM--- δύο
τῆς RA--GSF--- ὁ
αἰνέσεως N3I-GSF--- αἴνεσις
ἐν P--------- ἐν
οἴκῳ N2--DSM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
καὶ C--------- καί
ἐγὼ RP--NS---- ἐγώ
καὶ C--------- καί
τὸ RA--ASN--- ὁ
ἥμισυ A3U-ASN--- ἥμισυς
τῶν RA--GPM--- ὁ
στρατηγῶν N2--GPM--- στρατηγός
μετ' P--------- μετά
ἐμοῦ RP--GS---- ἐγώ

Neh 12:41
καὶ C--------- καί
οἱ RA--NPM--- ὁ
ἱερεῖς N3V-NPM--- ἱερεύς
Ελιακιμ N---NSM--- Ελιακιμ
Μαασιας N---NSM--- Μαασιας
Βενιαμιν N---NSM--- Βενιαμίν
Μιχαιας N---NSM--- Μιχαιας
Ελιωηναι N---NSM--- Ελιωηναι
Ζαχαριας N1--NSM--- Ζαχαριας
Ανανιας N---NSM--- Ανανιας
ἐν P--------- ἐν
σάλπιγξιν N3G-DPF--- σάλπιγξ

Neh 12:42
καὶ C--------- καί
Μαασιας N---NSM--- Μαασιας
καὶ C--------- καί
Σεμειας N---NSM--- Σεμειας
καὶ C--------- καί
Ελεαζαρ N---NSM--- Ελεαζαρ
καὶ C--------- καί
Οζι N---NSM--- Οζι
καὶ C--------- καί
Ιωαναν N---NSM--- Ιωαναν
καὶ C--------- καί
Μελχιας N---NSM--- Μελχιας
καὶ C--------- καί
Αιλαμ N---NSM--- Αιλαμ
καὶ C--------- καί
Εζουρ N---NSM--- Εζουρ
καὶ C--------- καί
ἠκούσθησαν VCI-AAI3P- ἀκούω
οἱ RA--NPM--- ὁ
ᾄδοντες V1--PAPNPM ᾄδω
καὶ C--------- καί
ἐπεσκέπησαν VVI-API3P- σκέπτω ἐπι

Neh 12:43
καὶ C--------- καί
ἔθυσαν VAI-AAI3P- θύω
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ἡμέρᾳ N1A-DSF--- ἡμέρα
ἐκείνῃ RD--DSF--- ἐκεῖνος
θυσιάσματα N3M-APN--- θυσίασμα
μεγάλα A1--APN--- μέγας
καὶ C--------- καί
ηὐφράνθησαν VCI-API3P- εὐφραίνω
ὅτι C--------- ὅτι
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
ηὔφρανεν VAI-AAI3S- εὐφραίνω
αὐτοὺς RD--APM--- αὐτός
μεγάλως D--------- μεγάλως
καὶ C--------- καί
αἱ RA--NPF--- ὁ
γυναῖκες N3K-NPF--- γυνή
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
τὰ RA--NPN--- ὁ
τέκνα N2N-NPN--- τέκνον
αὐτῶν RD--GPM--- αὐτός
ηὐφράνθησαν VZI-API3P- εὐφραίνω
καὶ C--------- καί
ἠκούσθη VCI-API3S- ἀκούω
ἡ RA--NSF--- ὁ
εὐφροσύνη N1--NSF--- εὐφροσύνη
ἐν P--------- ἐν
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
ἀπὸ P--------- ἀπό
μακρόθεν D--------- μακρόθεν

Neh 12:44
καὶ C--------- καί
κατέστησαν VHI-AAI3P- ἵστημι κατα
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ἡμέρᾳ N1A-DSF--- ἡμέρα
ἐκείνῃ RD--DSF--- ἐκεῖνος
ἄνδρας N3--APM--- ἀνήρ
ἐπὶ P--------- ἐπί
τῶν RA--GPN--- ὁ
γαζοφυλακίων N2N-GPN--- γαζοφυλάκιον
τοῖς RA--DPM--- ὁ
θησαυροῖς N2--DPM--- θησαυρός
ταῖς RA--DPF--- ὁ
ἀπαρχαῖς N1--DPF--- ἀπαρχή
καὶ C--------- καί
ταῖς RA--DPF--- ὁ
δεκάταις A1--DPF--- δέκατος
καὶ C--------- καί
τοῖς RA--DPM--- ὁ
συνηγμένοις VK--XMPDPM ἄγω συν
ἐν P--------- ἐν
αὐτοῖς RD--DPM--- αὐτός
ἄρχουσιν N3--DPM--- ἄρχων
τῶν RA--GPF--- ὁ
πόλεων N3I-GPF--- πόλις
μερίδας N3D-APF--- μερίς
τοῖς RA--DPM--- ὁ
ἱερεῦσι N3V-DPM--- ἱερεύς
καὶ C--------- καί
τοῖς RA--DPM--- ὁ
Λευίταις N1M-DPM--- Λευίτης
ὅτι C--------- ὅτι
εὐφροσύνη N1--NSF--- εὐφροσύνη
ἦν V9--IAI3S- εἰμί
ἐν P--------- ἐν
Ιουδα N---DSM--- Ἰουδά
ἐπὶ P--------- ἐπί
τοὺς RA--APM--- ὁ
ἱερεῖς N3V-APM--- ἱερεύς
καὶ C--------- καί
ἐπὶ P--------- ἐπί
τοὺς RA--APM--- ὁ
Λευίτας N1M-APM--- Λευίτης
τοὺς RA--APM--- ὁ
ἑστῶτας VXI-XAPAPM ἵστημι

Neh 12:45
καὶ C--------- καί
ἐφύλαξαν VAI-AAI3P- φυλάσσω
φυλακὰς N1--APF--- φυλακή
θεοῦ N2--GSM--- θεός
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
φυλακὰς N1--APF--- φυλακή
τοῦ RA--GSM--- ὁ
καθαρισμοῦ N2--GSM--- καθαρισμός
καὶ C--------- καί
τοὺς RA--APM--- ὁ
ᾄδοντας V1--PAPAPM ᾄδω
καὶ C--------- καί
τοὺς RA--APM--- ὁ
πυλωροὺς N2--APM--- πυλωρός
ὡς C--------- ὡς
ἐντολαὶ N1--NPF--- ἐντολή
Δαυιδ N---GSM--- Δαυίδ
καὶ C--------- καί
Σαλωμων N---GSM--- Σαλωμών
υἱοῦ N2--GSM--- υἱός
αὐτοῦ RD--GSM--- αὐτός

Neh 12:46
ὅτι C--------- ὅτι
ἐν P--------- ἐν
ἡμέραις N1A-DPF--- ἡμέρα
Δαυιδ N---GSM--- Δαυίδ
Ασαφ N---GSM--- Ασαφ
ἀπ' P--------- ἀπό
ἀρχῆς N1--GSF--- ἀρχή
πρῶτος A1--NSMS-- πρῶτος
τῶν RA--GPM--- ὁ
ᾀδόντων V1--PAPGPM ᾄδω
καὶ C--------- καί
ὕμνον N2--ASM--- ὕμνος
καὶ C--------- καί
αἴνεσιν N3I-ASF--- αἴνεσις
τῷ RA--DSM--- ὁ
θεῷ N2--DSM--- θεός

Neh 12:47
καὶ C--------- καί
πᾶς A3--NSM--- πᾶς
Ισραηλ N---NSM--- Ἰσραήλ
ἐν P--------- ἐν
ἡμέραις N1A-DPF--- ἡμέρα
Ζοροβαβελ N---GSM--- Ζοροβαβελ
διδόντες V8--PAPNPM δίδωμι
μερίδας N3D-APF--- μερίς
τῶν RA--GPM--- ὁ
ᾀδόντων V1--PAPGPM ᾄδω
καὶ C--------- καί
τῶν RA--GPM--- ὁ
πυλωρῶν N2--GPM--- πυλωρός
λόγον N2--ASM--- λόγος
ἡμέρας N1A-GSF--- ἡμέρα
ἐν P--------- ἐν
ἡμέρᾳ N1A-DSF--- ἡμέρα
αὐτοῦ RD--GSM--- αὐτός
καὶ C--------- καί
ἁγιάζοντες V1--PAPNPM ἁγιάζω
τοῖς RA--DPM--- ὁ
Λευίταις N1M-DPM--- Λευίτης
καὶ C--------- καί
οἱ RA--NPM--- ὁ
Λευῖται N1M-NPM--- Λευίτης
ἁγιάζοντες V1--PAPNPM ἁγιάζω
τοῖς RA--DPM--- ὁ
υἱοῖς N2--DPM--- υἱός
Ααρων N---GSM--- Ἀαρών

Neh 13:1
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ἡμέρᾳ N1A-DSF--- ἡμέρα
ἐκείνῃ RD--DSF--- ἐκεῖνος
ἀνεγνώσθη VSI-API3S- γιγνώσκω ἀνα
ἐν P--------- ἐν
βιβλίῳ N2N-DSN--- βιβλίον
Μωυσῆ N1M-GSM--- Μωυσῆς
ἐν P--------- ἐν
ὠσὶν N3T-DPN--- οὖς
τοῦ RA--GSM--- ὁ
λαοῦ N2--GSM--- λαός
καὶ C--------- καί
εὑρέθη VC--API3S- εὑρίσκω
γεγραμμένον VP--XMPASM γράφω
ἐν P--------- ἐν
αὐτῷ RD--DSM--- αὐτός
ὅπως C--------- ὅπως
μὴ D--------- μή
εἰσέλθωσιν VB--AAS3P- ἔρχομαι εἰς
Αμμανῖται N1M-NPM--- Αμμανίτης
καὶ C--------- καί
Μωαβῖται N1M-NPM--- Μωαβίτης
ἐν P--------- ἐν
ἐκκλησίᾳ N1A-DSF--- ἐκκλησία
θεοῦ N2--GSM--- θεός
ἕως C--------- ἕως
αἰῶνος N3W-GSM--- αἰών

Neh 13:2
ὅτι C--------- ὅτι
οὐ D--------- οὐ
συνήντησαν VAI-AAI3P- ἀντάω συν
τοῖς RA--DPM--- ὁ
υἱοῖς N2--DPM--- υἱός
Ισραηλ N---GSM--- Ἰσραήλ
ἐν P--------- ἐν
ἄρτῳ N2--DSM--- ἄρτος
καὶ C--------- καί
ἐν P--------- ἐν
ὕδατι N3T-DSN--- ὕδωρ
καὶ C--------- καί
ἐμισθώσαντο VAI-AMI3P- μισθόω
ἐπ' P--------- ἐπί
αὐτὸν RD--ASM--- αὐτός
τὸν RA--ASM--- ὁ
Βαλααμ N---ASM--- Βαλααμ
καταράσασθαι VA--AMN--- ἀράομαι κατα
καὶ C--------- καί
ἔστρεψεν VAI-AAI3S- στρέφω
ὁ RA--NSM--- ὁ
θεὸς N2--NSM--- θεός
ἡμῶν RP--GP---- ἐγώ
τὴν RA--ASF--- ὁ
κατάραν N1A-ASF--- κατάρα
εἰς P--------- εἰς
εὐλογίαν N1A-ASF--- εὐλογία

Neh 13:3
καὶ C--------- καί
ἐγένετο VBI-AMI3S- γίγνομαι
ὡς C--------- ὡς
ἤκουσαν VAI-AAI3P- ἀκούω
τὸν RA--ASM--- ὁ
νόμον N2--ASM--- νόμος
καὶ C--------- καί
ἐχωρίσθησαν VSI-API3P- χωρίζω
πᾶς A3--NSM--- πᾶς
ἐπίμικτος A1B-NSM--- ἐπίμικτος
ἐν P--------- ἐν
Ισραηλ N---DSM--- Ἰσραήλ

Neh 13:4
καὶ C--------- καί
πρὸ P--------- πρό
τούτου RD--GSN--- οὗτος
Ελιασιβ N---NSM--- Ελιασιβ
ὁ RA--NSM--- ὁ
ἱερεὺς N3V-NSM--- ἱερεύς
οἰκῶν V2--PAPNSM οἰκέω
ἐν P--------- ἐν
γαζοφυλακίῳ N2N-DSN--- γαζοφυλάκιον
οἴκου N2--GSM--- οἶκος
θεοῦ N2--GSM--- θεός
ἡμῶν RP--GP---- ἐγώ
ἐγγίων VF2-FAPNSM ἐγγίζω
Τωβια N---ASM--- Τωβια

Neh 13:5
καὶ C--------- καί
ἐποίησεν VAI-AAI3S- ποιέω
αὐτῷ RD--DSM--- αὐτός
γαζοφυλάκιον N2N-ASN--- γαζοφυλάκιον
μέγα A1--ASN--- μέγας
καὶ C--------- καί
ἐκεῖ D--------- ἐκεῖ
ἦσαν V9--IAI3P- εἰμί
πρότερον D--------- πρότερον
διδόντες V8--PAPNPM δίδωμι
τὴν RA--ASF--- ὁ
μανααν N---ASF--- μανααν
καὶ C--------- καί
τὸν RA--ASM--- ὁ
λίβανον N2--ASM--- λίβανος
καὶ C--------- καί
τὰ RA--APN--- ὁ
σκεύη N3E-APN--- σκεῦος
καὶ C--------- καί
τὴν RA--ASF--- ὁ
δεκάτην A1--ASF--- δέκατος
τοῦ RA--GSM--- ὁ
σίτου N2--GSM--- σῖτος
καὶ C--------- καί
τοῦ RA--GSM--- ὁ
οἴνου N2--GSM--- οἶνος
καὶ C--------- καί
τοῦ RA--GSN--- ὁ
ἐλαίου N2N-GSN--- ἔλαιον
ἐντολὴν N1--ASF--- ἐντολή
τῶν RA--GPM--- ὁ
Λευιτῶν N1M-GPM--- Λευίτης
καὶ C--------- καί
τῶν RA--GPM--- ὁ
ᾀδόντων V1--PAPGPM ᾄδω
καὶ C--------- καί
τῶν RA--GPM--- ὁ
πυλωρῶν N2--GPM--- πυλωρός
καὶ C--------- καί
ἀπαρχὰς N1--APF--- ἀπαρχή
τῶν RA--GPM--- ὁ
ἱερέων N3V-GPM--- ἱερεύς

Neh 13:6
καὶ C--------- καί
ἐν P--------- ἐν
παντὶ A3--DSM--- πᾶς
τούτῳ RD--DSM--- οὗτος
οὐκ D--------- οὐ
ἤμην V9--IAI1S- εἰμί
ἐν P--------- ἐν
Ιερουσαλημ N---DSF--- Ἰερουσαλήμ
ὅτι C--------- ὅτι
ἐν P--------- ἐν
ἔτει N3E-DSN--- ἔτος
τριακοστῷ A1--DSN--- τριακοστός
καὶ C--------- καί
δευτέρῳ A1A-DSN--- δεύτερος
τοῦ RA--GSM--- ὁ
Αρθασασθα N---GSM--- Αρθασασθα
βασιλέως N3V-GSM--- βασιλεύς
Βαβυλῶνος N3W-GSM--- Βαβυλών
ἦλθον VBI-AAI1S- ἔρχομαι
πρὸς P--------- πρός
τὸν RA--ASM--- ὁ
βασιλέα N3V-ASM--- βασιλεύς
καὶ C--------- καί
μετὰ P--------- μετά
τέλος N3E-ASN--- τέλος
ἡμερῶν N1A-GPF--- ἡμέρα
ᾐτησάμην VAI-AMI1S- αἰτέω
παρὰ P--------- παρά
τοῦ RA--GSM--- ὁ
βασιλέως N3V-GSM--- βασιλεύς

Neh 13:7
καὶ C--------- καί
ἦλθον VBI-AAI1S- ἔρχομαι
εἰς P--------- εἰς
Ιερουσαλημ N---ASF--- Ἰερουσαλήμ
καὶ C--------- καί
συνῆκα VAI-AAI1S- ἵημι συν
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
πονηρίᾳ N1A-DSF--- πονηρία
ᾗ RR--DSF--- ὅς
ἐποίησεν VAI-AAI3S- ποιέω
Ελισουβ N---NSM--- Ελισουβ
τῷ RA--DSM--- ὁ
Τωβια N---DSM--- Τωβια
ποιῆσαι VA--AAN--- ποιέω
αὐτῷ RD--DSM--- αὐτός
γαζοφυλάκιον N2N-ASN--- γαζοφυλάκιον
ἐν P--------- ἐν
αὐλῇ N1--DSF--- αὐλή
οἴκου N2--GSM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός

Neh 13:8
καὶ C--------- καί
πονηρόν A1A-ASN--- πονηρός
μοι RP--DS---- ἐγώ
ἐφάνη VDI-API3S- φαίνω
σφόδρα D--------- σφόδρα
καὶ C--------- καί
ἔρριψα VAI-AAI1S- ῥίπτω
πάντα A3--ASN--- πᾶς
τὰ RA--APN--- ὁ
σκεύη N3E-APN--- σκεῦος
οἴκου N2--GSM--- οἶκος
Τωβια N---GSM--- Τωβια
ἔξω D--------- ἔξω
ἀπὸ P--------- ἀπό
τοῦ RA--GSN--- ὁ
γαζοφυλακίου N2N-GSN--- γαζοφυλάκιον

Neh 13:9
καὶ C--------- καί
εἶπα VAI-AAI1S- εἶπον
καὶ C--------- καί
ἐκαθάρισαν VAI-AAI3P- καθαρίζω
τὰ RA--APN--- ὁ
γαζοφυλάκια N2N-APN--- γαζοφυλάκιον
καὶ C--------- καί
ἐπέστρεψα VAI-AAI1S- στρέφω ἐπι
ἐκεῖ D--------- ἐκεῖ
σκεύη N3E-APN--- σκεῦος
οἴκου N2--GSM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
τὴν RA--ASF--- ὁ
μαναα N---ASF--- μαναα
καὶ C--------- καί
τὸν RA--ASM--- ὁ
λίβανον N2--ASM--- λίβανος

Neh 13:10
καὶ C--------- καί
ἔγνων VZI-AAI1S- γιγνώσκω
ὅτι C--------- ὅτι
μερίδες N3D-NPF--- μερίς
τῶν RA--GPM--- ὁ
Λευιτῶν N1M-GPM--- Λευίτης
οὐκ D--------- οὐ
ἐδόθησαν VCI-API3P- δίδωμι
καὶ C--------- καί
ἐφύγοσαν VBI-AAI3P- φεύγω
ἀνὴρ N3--NSM--- ἀνήρ
εἰς P--------- εἰς
ἀγρὸν N2--ASM--- ἀγρός
αὐτοῦ RD--GSM--- αὐτός
οἱ RA--NPM--- ὁ
Λευῖται N1M-NPM--- Λευίτης
καὶ C--------- καί
οἱ RA--NPM--- ὁ
ᾄδοντες V1--PAPNPM ᾄδω
ποιοῦντες V2--PAPNPM ποιέω
τὸ RA--ASN--- ὁ
ἔργον N2N-ASN--- ἔργον

Neh 13:11
καὶ C--------- καί
ἐμαχεσάμην VAI-AMI1S- μάχομαι
τοῖς RA--DPM--- ὁ
στρατηγοῖς N2--DPM--- στρατηγός
καὶ C--------- καί
εἶπα VAI-AAI1S- εἶπον
διὰ P--------- διά
τί RI--ASN--- τίς
ἐγκατελείφθη VVI-API3S- λείπω ἐν κατα
ὁ RA--NSM--- ὁ
οἶκος N2--NSM--- οἶκος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός
καὶ C--------- καί
συνήγαγον VBI-AAI1S- ἄγω συν
αὐτοὺς RD--APM--- αὐτός
καὶ C--------- καί
ἔστησα VAI-AAI1S- ἵστημι
αὐτοὺς RD--APM--- αὐτός
ἐπὶ P--------- ἐπί
τῇ RA--DSF--- ὁ
στάσει N3I-DSF--- στάσις
αὐτῶν RD--GPM--- αὐτός

Neh 13:12
καὶ C--------- καί
πᾶς A3--NSM--- πᾶς
Ιουδα N---NSM--- Ἰουδά
ἤνεγκαν VAI-AAI3P- φέρω
δεκάτην A1--ASF--- δέκατος
τοῦ RA--GSM--- ὁ
πυροῦ N2--GSM--- πυρός
καὶ C--------- καί
τοῦ RA--GSM--- ὁ
οἴνου N2--GSM--- οἶνος
καὶ C--------- καί
τοῦ RA--GSN--- ὁ
ἐλαίου N2N-GSN--- ἔλαιον
εἰς P--------- εἰς
τοὺς RA--APM--- ὁ
θησαυροὺς N2--APM--- θησαυρός

Neh 13:13
ἐπὶ P--------- ἐπί
χεῖρα N3--ASF--- χείρ
Σελεμια N---GSM--- Σελεμια
τοῦ RA--GSM--- ὁ
ἱερέως N3V-GSM--- ἱερεύς
καὶ C--------- καί
Σαδδουκ N---GSM--- Σαδδουκ
τοῦ RA--GSM--- ὁ
γραμματέως N3V-GSM--- γραμματεύς
καὶ C--------- καί
Φαδαια N---GSM--- Φαδαια
ἀπὸ P--------- ἀπό
τῶν RA--GPM--- ὁ
Λευιτῶν N1M-GPM--- Λευίτης
καὶ C--------- καί
ἐπὶ P--------- ἐπί
χεῖρα N3--ASF--- χείρ
αὐτῶν RD--GPM--- αὐτός
Αναν N---NSM--- Αναν
υἱὸς N2--NSM--- υἱός
Ζακχουρ N---GSM--- Ζακχουρ
υἱὸς N2--NSM--- υἱός
Μαθανια N---GSM--- Μαθανια
ὅτι C--------- ὅτι
πιστοὶ A1--NPM--- πιστός
ἐλογίσθησαν VSI-API3P- λογίζομαι
ἐπ' P--------- ἐπί
αὐτοὺς RD--APM--- αὐτός
μερίζειν V1--PAN--- μερίζω
τοῖς RA--DPM--- ὁ
ἀδελφοῖς N2--DPM--- ἀδελφός
αὐτῶν RD--GPM--- αὐτός

Neh 13:14
μνήσθητί VS--APD2S- μιμνήσκω
μου RP--GS---- ἐγώ
ὁ RA--VSM--- ὁ
θεός N2--VSM--- θεός
ἐν P--------- ἐν
ταύτῃ RD--DSF--- οὗτος
καὶ C--------- καί
μὴ D--------- μή
ἐξαλειφθήτω VV--APD3S- ἀλείφω ἐκ
ἔλεός N3E-NSM--- ἔλεος
μου RP--GS---- ἐγώ
ὃ RR--NSM--- ὅς
ἐποίησα VAI-AAI1S- ποιέω
ἐν P--------- ἐν
οἴκῳ N2--DSM--- οἶκος
κυρίου N2--GSM--- κύριος
τοῦ RA--GSM--- ὁ
θεοῦ N2--GSM--- θεός

Neh 13:15
ἐν P--------- ἐν
ταῖς RA--DPF--- ὁ
ἡμέραις N1A-DPF--- ἡμέρα
ἐκείναις RD--DPF--- ἐκεῖνος
εἶδον VBI-AAI1S- ὁράω
ἐν P--------- ἐν
Ιουδα N---DSM--- Ἰουδά
πατοῦντας V2--PAPAPM πατέω
ληνοὺς N2--APF--- ληνός
ἐν P--------- ἐν
τῷ RA--DSN--- ὁ
σαββάτῳ N2N-DSN--- σάββατον
καὶ C--------- καί
φέροντας V1--PAPAPM φέρω
δράγματα N3M-APN--- δράγμα
καὶ C--------- καί
ἐπιγεμίζοντας V1--PAPAPM γεμίζω ἐπι
ἐπὶ P--------- ἐπί
τοὺς RA--APM--- ὁ
ὄνους N2--APM--- ὄνος
καὶ C--------- καί
οἶνον N2--ASM--- οἶνος
καὶ C--------- καί
σταφυλὴν N1--ASF--- σταφυλή
καὶ C--------- καί
σῦκα N2N-APN--- σῦκον
καὶ C--------- καί
